"source","source_xml","source_image","target_xml","target_image","objects"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000180.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000180.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000180.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000180.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000181.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000181.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000181.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000181.jpg","3"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000182.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000182.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000182.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000182.jpg","3"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000183.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000183.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000183.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000183.jpg","3"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000184.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000184.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000184.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000184.jpg","3"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000185.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000185.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000185.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000185.jpg","3"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000186.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000186.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000186.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000186.jpg","3"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000187.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000187.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000187.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000187.jpg","3"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000188.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000188.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000188.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000188.jpg","3"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000189.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000189.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000189.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000189.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000190.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000190.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000190.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000190.jpg","9"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000191.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000191.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000191.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000191.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000192.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000192.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000192.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000192.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000193.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000193.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000193.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000193.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000194.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000194.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000194.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000194.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000195.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000195.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000195.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000195.jpg","1"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000196.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000196.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000196.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000196.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000197.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000197.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000197.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000197.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000198.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000198.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000198.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000198.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000199.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000199.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000199.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000199.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000200.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000200.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000200.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000200.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000201.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000201.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000201.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000201.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000202.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000202.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000202.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000202.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000203.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000203.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000203.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000203.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000204.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000204.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000204.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000204.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000205.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000205.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000205.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000205.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000206.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000206.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000206.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000206.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000207.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000207.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000207.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000207.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000208.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000208.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000208.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000208.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000209.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000209.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000209.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000209.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000210.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000210.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000210.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000210.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000220.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000220.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000220.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000220.jpg","1"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000221.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000221.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000221.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000221.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000222.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000222.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000222.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000222.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000223.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000223.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000223.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000223.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000224.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000224.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000224.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000224.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000225.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000225.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000225.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000225.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000226.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000226.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000226.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000226.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000227.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000227.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000227.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000227.jpg","8"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000228.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000228.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000228.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000228.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000229.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000229.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000229.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000229.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000230.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000230.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000230.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000230.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000231.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000231.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000231.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000231.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000232.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000232.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000232.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000232.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000233.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000233.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000233.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000233.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000234.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000234.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000234.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000234.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000235.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000235.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000235.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000235.jpg","7"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000236.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000236.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000236.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000236.jpg","8"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000237.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000237.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000237.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000237.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000238.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000238.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000238.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000238.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000239.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000239.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000239.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000239.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000240.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000240.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000240.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000240.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000241.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000241.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000241.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000241.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000242.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000242.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000242.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000242.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000243.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000243.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000243.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000243.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000244.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000244.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000244.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000244.jpg","7"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000245.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000245.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000245.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000245.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000246.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000246.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000246.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000246.jpg","8"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000247.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000247.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000247.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000247.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000248.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000248.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000248.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000248.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000249.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000249.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000249.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000249.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000250.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000250.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000250.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000250.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000251.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000251.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000251.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000251.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000252.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000252.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000252.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000252.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000253.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000253.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000253.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000253.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000254.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000254.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000254.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000254.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000255.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000255.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000255.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000255.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000256.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000256.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000256.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000256.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000257.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000257.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000257.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000257.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000258.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000258.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000258.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000258.jpg","3"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000259.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000259.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000259.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000259.jpg","4"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000260.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000260.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000260.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000260.jpg","3"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000261.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000261.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000261.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000261.jpg","5"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000262.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000262.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000262.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000262.jpg","6"
"soviet_ffa_20260430_074959","M:\ra3_bot\runs\20260430_074959\recording\frames\000263.xml","M:\ra3_bot\runs\20260430_074959\recording\frames\000263.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000263.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\soviet_ffa_20260430_074959_000263.jpg","6"
